,OBJECTID1,File_tag,Provider,DateOnly,Date,Date_1,Time_2,Latitude_3,Longitude_3,Address_of_incident_4,ID_of__nearest__asset_5,ID_of_nearest__polyphase__line_,Voltage_of_line_in_which__fire_,Network_categorisation_8,Type_of_primary_asset__involved,Phase_s__of__line_or__transform,Kind_of_fire_start_as_per_Claus,Location__area_12,Location_multiplier,Fire__danger__rating_13,Danger_multiplier,Product_of_multipliers,DNSP_record_number_14,OSIRIS___ESV__reference__number,Fault__description_16,Overhead_conductors,BUFF_DIST,FOR_CODE,FOR_TYPE,FOR_CAT,COVER,HEIGHT,FOREST,Elevation,STATION_ID,CODE,NAME,WeatherStation,Monthly Avg Rainfall,Monthly Mean Max Temperature,Monthly Mean Solar Exposure,Is_Fire
1599,1600,PowerCor 19/63,PowerCor,3/11/2019,11/3/19 0:00,43772.0,0.240972222,-35.996678,144.474226,159 Patho Cemetery Road Patho 3564,33022125.0,CHA005,22kV AC,Rural Long, - pole (wood),three phase,Started in or originated from a distribution system,LBRA only,0.2,Low-moderate,0.2,0.04,,20191104PWA_09 ,"Customer reports of supply failure.  Crew found wires down during line patrol due to pole fire, pole top assembly replaced.",,7.62,0,Non forest,Non forest,6,6,0,86.84021759,94861,YECH,ECHUCA,,60.8,21.8,20.4,0
206,207,United 18/119,United,6/06/2019,6/6/19 0:00,43622.0,0.695752315,-38.38294267,145.1702766,"46 SANDY POINT ROAD, SOMERS VIC 3927",1108920.0,HGS21,22kV AC,Rural Short, - fuse (boric acid),three phase,Started in or originated from a distribution system,HBRA only,1.0,No forecast,0.1,0.1,1300276.0,20190702UTD_02,Centre phase (White) BA fuse unit damaged. F/Path side (Red phase) BA fuse blown. MT0513 LIS (1108920) is open and LLC's lifted on East side (fuse units). BA fuse had candled. ,,7.62,0,Non forest,Non forest,6,6,0,16.83831406,94898,CERB,CERBERUS AWS,,57.5,15.5,7.2,0
1522,1523,Ausnet 17/22,Ausnet,19/07/2017,7/19/17 10:06,42935.42083,42935.42083,-36.36486601,146.486287,"501 RUSHOLME ROAD, TARRAWINGEE VIC 3678",5111668.0,WN5,22kV AC,RURAL LONG, - fuse (EDO fuse),single phase,Otherwise started by a distribution system,within area delineated on plan LEGL./16-354,4.6,NO FORECAST,0.1,0.46,229279.0,20170911SPN_02,"EDO fuse candling.
Maybe attributable to bird found nearby.",,7.62,0,Non forest,Non forest,6,6,0,176.1611023,94889,YWGT,WANGARATTA AWS,,35.6,14.5,7.9,0
1718,1719,Powercor 18/240,Powercor,23/04/2019,23/04/2019,,,-34.23191564,142.1848226,685 Irymple Av Irymple,30558650.0,RCT011,22kV AC,Rural Short, - pole (wood),three phase,Started in or originated from a distribution system,LBRA only,0.2,Low-moderate,0.2,0.04,,20190507PWA_01 ,"Vic Fire reported  a pole fire at the incident location. Upon arrival, the crew found that the pole top burnt through and fell onto LV",,7.62,0,Non forest,Non forest,6,6,0,55.62166595,94693,YMIA,MILDURA,,11.6,22,11.1,1
1453,1454,Ausnet 16/36,Ausnet ,29/09/2016,9/29/16 18:25,42642.76736,42642.76736,-36.45662666,146.4608769,,5740818.0,WN5,22kV AC,RURAL LONG, - fuse (EDO fuse),single phase,Otherwise started by a distribution system,within area delineated on plan LEGL./16-354,4.6,No forecast,0.1,0.46,224584.0,20161003SPN_01,"Fault crew attended reports of dim lights by customers. found a candling  HV BA 6V fuse on the transformer, pole 5740818. No fire evident",,7.62,0,Non forest,Non forest,6,6,0,161.7079926,94889,YWGT,WANGARATTA AWS,,104.6,16.7,12.6,1
1316,1317,Ausnet 16/80,Ausnet ,17/01/2017,1/17/17 10:43,42752.44653,42752.44653,-37.29541199,144.982273,,4717283.0,SMR-KMS,66kV AC,UNCLASSIFIED, - overhead conductor (bare; aluminium core steel reinforced),three phase,"Started by any person, bird, reptile or other animal coming into contact with a distribution system",within area delineated on plan LEGL./16-354,4.6,Severe,2.0,9.2,226071.0,20170117SPN_02,A large bird caused a flashover between a 66kV conductor to the bottom of the 66kV insulator to the concrete pole resulting in a small fire.,,7.62,44,Eucalypt Medium Open,Native forest,2,2,1,293.6979065,94860,KMG,KILMORE GAP AWS,,33.2,26.5,23.4,0
242,243,Ausnet 17/55,Ausnet,29/11/2017,11/29/17 16:05,43068.67014,43068.67014,-38.294636,146.597665,"55 WHITELAWS TRACK, CALLIGNEE VIC 3844",2605775.0,TGN23,22kV AC,RURAL SHORT, - fuse (EDO fuse),single phase,"Started by any person, bird, reptile or other animal coming into contact with a distribution system",HBRA only,1.0,HIGH,0.5,0.5,231480.0,20171130SPN_02,Bird flew into EDO fuse unit on concrete pole resulting in a flashover and deceased bird.,,7.62,41,Eucalypt Medium Woodland,Native forest,1,2,1,243.2569427,94891,YLTV,LATROBE VALLEY,,46.2,25.9,22.8,0
1383,1384,Powercor 16/67,Powercor,28/11/2016,11/28/16 0:00,42702.0,0.340277778,-36.738487,142.2015,,33052548.0,HSM002,22kV AC,Rural Long, - overhead conductor (bare; all aluminium conductor),three phase,Started by any other thing forming part of or coming into contact with a distribution system,LBRA only,0.2,Low-moderate,0.2,0.04,12585.0,20161128PWA_03,Operation received system advise of a lock out of the HSM003 22kV feeder CB at the Horsham ZSS. A customer rang to advise an excavator had struck the overhead line at the above incident location. The attending crew found an excavator had struck the footpa,,7.62,0,Non forest,Non forest,6,6,0,127.6970062,95839,YHSM,HORSHAM AWS,,36.4,20.8,19.5,0
1363,1364,Ausnet 18/50,Ausnet,8/11/2018,11/8/18 14:04,43412.58611,43412.58611,-36.93744369,145.4195188,"644 PONKEEN CREEK ROAD, TARCOMBE VIC 3666",3902809.0,BN1,12.7kV AC (SWER),RURAL LONG, - fuse (EDO fuse),single wire earth return (SWER),Started by lightning striking a distribution system or a part of a distribution system ,within area delineated on plan LEGL./16-354,4.6,LOW-MODERATE,0.2,0.92,,20181116SPN_01,The EDO fuse operation was triggered by lightning in the area. The hung up of the fuse is due to  accumulation of dry mud at the bottom of the fuse by insect/wasp. When the fuse link blows the tension is unable to be released causing the spring and the tu,,7.62,0,Non forest,Non forest,6,6,0,311.9771118,94874,YMNG,MANGALORE AWS,,69.6,22,19.8,0
1652,1653,PowerCor 19/27,PowerCor,24/07/2019,7/24/19 0:00,43670.0,0.479166667,-35.23167353,143.4510234,"White Road 284 meters west of N S Rd Worrien North, 3585.",32161264.0,SHL004,22kV AC,Rural Short, - pole (wood),three phase,Started in or originated from a distribution system,LBRA only,0.2,No forecast,0.1,0.02,,20190724PWA_03 ,"Vic Fire reported wires down and pole on fire reported at Intersection of White Rd and Nth Sth Rd Beverford. On arrival found that pole top had burnt thru and toppled over all insulators and phases still connected.
There was no ground fire, no reported in",,7.62,0,Non forest,Non forest,6,6,0,65.32073212,94843,YSWH,SWAN HILL AWS,,52.8,15,7.7,0
852,853,United 18/59,United,27/12/2018,12/27/18 0:00,43461.0,0.9153125,-37.89688303,145.1043181,"FERNTREE GULLY ROAD, OAKLEIGH VIC 3166",2324619.0,OAK35,11kV AC,Urban, - overhead conductor (bare; aluminium core steel reinforced),three phase,"Started by any person, bird, reptile or other animal coming into contact with a distribution system",LBRA only,0.2,Very High,1.0,0.2,1250584.0,20190111UTD_01,A possum flashed over HV at anchor pole PO-2324619 breaking wrap on and dropping conductor into the LV dropping the OHC to the ground causing a small grass fire. ,,7.62,0,Non forest,Non forest,6,6,0,84.25245667,94870,YMMB,MOORABBIN AWS,,117.3,25.7,22.1,1
94,95,Powercor 16/22,Powercor,22/07/2016,7/22/16 0:00,42573.0,0.452777778,-38.302446,142.30706,,33102370.0,KRT013,22kV AC,Rural Long, - fuse (EDO fuse),three phase,Started in or originated from a distribution system,within area delineated on plan LEGL./16-354,4.6,No forecast,0.1,0.46,12283.0,20160802PWA_05,"A Fault crew attending an outage found that an EDO fuse had operated at the incident location, however the barrel of the EDO fuse stayed in position without dropping down.  The barrel then caught fire.  There was no ground fire.  There were no reported in",,7.62,0,Non forest,Non forest,6,6,0,31.12796974,94832,90172,WARRNAMBOOL AP,,68.6,14.6,7.2,0
407,408,Ausnet 19/61,Ausnet,21/11/2019,11/21/19 18:21,43790.76458,43790.76458,-38.17348173,146.2871063,"63 NORTHERN AVENUE, NEWBOROUGH VIC 3825",2208258.0,MOE13,22kV AC,RURAL SHORT, - pole (wood),three phase,Started by lightning striking a distribution system or a part of a distribution system ,LBRA only,0.2,VERY HIGH,1.0,0.2,,20191122SPN_01,Currently under investigation. Lightning appears to have struck pole,,7.62,0,Non forest,Non forest,6,6,0,78.84010315,94891,YLTV,LATROBE VALLEY,,60.8,21.8,20.4,1
1108,1109,PowerCor 19/166,PowerCor,5/01/2020,1/5/20 0:00,43835.0,0.739583333,-37.661551,143.83006,"16 Sobeys Rd, Napoleons VIC 3352",32013707.0,BAS022,22kV AC,Rural Long, - crossarm (wood),three phase,Started in or originated from a distribution system,within area delineated on plan LEGL./16-354,4.6,Low-moderate,0.2,0.92,,20200110PWA_07 ,"Report received of pole fire and broken crossarm. There was no ground fire, no reported injuries or third party property damage.",,7.62,0,Non forest,Non forest,6,6,0,366.4420471,94852,YBLT,BALLARAT,,129.4,26.9,21.8,0
263,264,Powercor 16/200,Powercor,3/05/2017,5/3/17 0:00,42858.0,0.299305556,-38.254967,143.61215,,32061990.0,CLC003,22kV AC,Rural Long, - overhead conductor (bare; steel),three phase,Started in or originated from a distribution system,within area delineated on plan LEGL./16-354,4.6,No forecast,0.1,0.46,13068.0,20170504PWA_01,"REC reports a line had fallen and resulted in a fire start. CFA in attendance. A crew attended and found 1ph on a 3ph HV line had broken and fallen on to a tree below, causing the tree to smoulder. There was no ground fire start. The crew isolated the lin",,7.62,0,Non forest,Non forest,6,6,0,121.5509415,94845,YOLA,COLAC AP,,29.6,17.2,8.3,0
1063,1064,Ausnet 18/49,Ausnet,8/11/2018,11/8/18 11:15,43412.46875,43412.46875,-37.825342,147.578088,"320 DOCKERTYS ROAD, WY YUNG VIC 3875",1603550.0,BDL44,Low voltage AC (<1kV),RURAL LONG, - connection box,two phase,Otherwise started by a distribution system,within area delineated on plan LEGL./16-354,4.6,LOW-MODERATE,0.2,0.92,,20181109SPN_02,Degradation of Krone Box,,7.62,0,Non forest,Non forest,6,6,0,14.46715736,94912,YBNS,BAIRNSDALE AIRPORT,,69.6,22,19.8,0
1661,1662,Powercor 18/282,Powercor,0/01/1900,,,,-35.29585409,143.4539688,"25 Woorinen-Goschen Road Woorinen South, Victoria",,SHL004,Low voltage AC (<1kV),Rural Short, - connection box,three phase,"Started by any person, bird, reptile or other animal coming into contact with a distribution system",HBRA only,1.0,No forecast,0.1,0.1,,20190617PWA_01 ,"VIC Fire reported pole fire, possible junction box, brigade en route.
Crew found remains of a burnt fuse box.
There was no ground fire, no pole fire just light black stain from smoke and spatter.
There was no reported injuries or third party property dama",,7.62,0,Non forest,Non forest,6,6,0,71.258461,94843,YSWH,SWAN HILL AWS,,FALSE,FALSE,FALSE,1
958,959,United 18/122,United,22/06/2019,6/22/19 0:00,43638.0,0.904861111,-37.77416281,145.1477824,"8 FARRER COURT, DONCASTER EAST VIC 3109",7063437.0,DC 02,Low voltage AC (<1kV),Urban, - underground cable,three phase,Started in or originated from a distribution system,LBRA only,0.2,No forecast,0.1,0.02,1305363.0,20190704UTD_02,lis: 7063437 - Crew isolated west cct out of s/s WOODLEA-GAUDION so that u/g crew can replace pillar out front off #8-#9 - Pillar Fire,,7.62,0,Non forest,Non forest,6,6,0,102.5909424,95873,BUND,BUNDOORA,,57.5,15.5,7.2,1
151,152,United 18/113,United,26/04/2019,4/26/19 0:00,43581.0,0.318761574,-38.36115673,144.7816451,"2801 POINT NEPEAN ROAD, BLAIRGOWRIE VIC 3942",1302382.0,STO23,22kV AC,Urban, - crossarm (wood),three phase,Started in or originated from a distribution system,LBRA only,0.2,High,0.5,0.1,1286296.0,20190510UTD_02,lis# 1302382 - point nepean rd 1 pole east of st johns wood.  opp 2801 Pt Nepean Rd Blairgowrie  Crossarm Fire at strap bolt,,7.62,0,Non forest,Non forest,6,6,0,0.898925304,94898,CERB,CERBERUS AWS,,11.6,22,11.1,1
1354,1355,PowerCor 19/296,PowerCor,18/05/2020,5/18/20 0:00,43969.0,0.651388889,-36.965266,143.51325,"Maryborough-st Arnaud Rd, Rathscar VIC 3465, Australia ",32024807.0,MRO005,22kV AC,Rural Long, - pole (wood),three phase,Started by any other thing forming part of or coming into contact with a distribution system,within area delineated on plan LEGL./16-354,4.6,No forecast,0.1,0.46,,20200519PWA_03 ,Vicfire advised of fire caused by tractor operator hitting pole and bringing it and the overhead conductors to the ground. Tractor operator advised to remain in tractor until PCA crew onsite. On arrival crew found that a tractor/sprayer had collided with ,,7.62,41,Eucalypt Medium Woodland,Native forest,1,2,1,209.3477478,94849,YMBU,MARYBOROUGH,,82.8,16.4,8.3,1
1233,1234,Ausnet 18/101,Ausnet,3/02/2019,2/3/19 18:44,43499.78056,43499.78056,-37.60195299,145.282825,"10 WILMA GROVE, ST ANDREWS VIC 3761",920541.0,DRN23,22kV AC,RURAL LONG, - fuse (boric acid),single phase,Otherwise started by a distribution system,HBRA only,1.0,SEVERE,2.0,2.0,,20190212SPN_04,candling HV fuse resulting in small ground fire,,7.62,44,Eucalypt Medium Open,Native forest,2,2,1,214.9305878,94864,YCEM,COLDSTREAM AWS,,20.3,26,21.4,1
996,997,Ausnet 17/73,Ausnet,31/12/2017,12/31/17 11:21,43100.47292,43100.47292,-37.85659712,145.2375792,"20 MARIEMONT AVENUE, WANTIRNA VIC 3152",5804164.0,BRA32,Low voltage AC (<1kV),URBAN, - LV pillar,three phase,Otherwise started by a distribution system,LBRA only,0.2,LOW-MODERATE,0.2,0.04,231962.0,20180214SPN_02,Electrical breakdown of old HRC fuse fittings inside LV pillar.,,7.62,0,Non forest,Non forest,6,6,0,94.15264893,95867,SCOR,SCORESBY AWS,,119.2,25,22.4,0
118,119,PowerCor 19/121,PowerCor,28/12/2019,12/28/19 0:00,43827.0,0.791666667,-38.460421,144.105409,"12 Beach Rd, Aireys Inlet, 3231",31039147.0,WPD014,Low voltage AC (<1kV),Rural Short, - connection box,three phase,Started in or originated from a distribution system,LBRA only,0.2,High,0.5,0.1,,20191230PWA_07 ,Customer reported service down the side of pole on fire. On arrival the crew found a single phase fuse box had burnt and caused a small fire that was quickly extinguished by locals and CFA who were on site. There was no reported injuries or third party pr,,7.62,0,Non forest,Non forest,6,6,0,41.28956223,94846,AIRE,AIREYS INLET AWS,,4.4,24.6,24.7,0
38,39,Ausnet 16/53,Ausnet ,21/11/2016,11/21/16 10:18,42695.42917,42695.42917,-38.48215628,145.2052301,,2807007.0,PHI12,22kV AC,RURAL SHORT, - overhead conductor (bare; copper),single phase,Otherwise started by a distribution system,HBRA only,1.0,Very high,1.0,1.0,225339.0,20161121SPN_01,HV overhead conductor broke and fell to the ground. A 5m x 10m shrub fire occurred. The CFA was called to extinguish the fire. HV fuse operated.,,7.62,0,Non forest,Non forest,6,6,0,31.00113869,94892,RHYL,RHYLL AWS,,36.4,20.8,19.5,0
993,994,Ausnet 17/61,Ausnet,9/12/2017,12/9/17 13:09,43078.54792,43078.54792,-37.75647101,145.225271,"254 Gold Memorial Rd, Warrandyte VIC 3113",1224905.0,RWN33,22kV AC,RURAL SHORT, - overhead conductor (bare; steel),single phase,"Started by any tree, or part of a tree, falling upon or coming into contact with a distribution system",within area delineated on plan LEGL./16-354,4.6,LOW-MODERATE,0.2,0.92,231784.0,20171213SPN_01,Tree fell onto overhead HV line.,,7.62,0,Non forest,Non forest,6,6,0,59.85639954,95867,SCOR,SCORESBY AWS,,119.2,25,22.4,0
743,744,Powercor 18/51,Powercor,18/09/2018,18/09/2018,,,-37.82253171,144.8344462,19 Paw Paw Rd  Brooklyn,30117783.0,BLT016,22kV AC,Urban, - switch (disconnector/isolator),three phase,Started in or originated from a distribution system,LBRA only,0.2,No forecast,0.1,0.02,,20181001PWA_02 ,"Report from Fire services of pole fire and bin fire.
There was also damage to a vehicle parked at the kerb.
There was a ground fire (bin) . no reported injuries.",,7.62,0,Non forest,Non forest,6,6,0,16.8676033,94865,YLVT,LAVERTON AWS,,19,17.2,14.6,0
11,12,Ausnet 16/79,Ausnet ,16/01/2017,1/16/17 18:35,42751.77431,42751.77431,-38.65242601,146.325796,,2014374.0,FTR12,Low voltage AC (<1kV),RURAL LONG, - overhead service conductor (residential),three phase,Started by any other thing forming part of or coming into contact with a distribution system,HBRA only,1.0,High,0.5,0.5,226065.0,20170117SPN_01,A tractor with a mowing unit attached contacted a 3-wire  overhead service cable which broke and fell to the ground causing sparks resulting in a small grass fire.,,7.62,102,Other forest ? unallocated type,Other forest,5,5,1,59.33969879,95830,YRMX,YARRAM CFA,,33.2,26.5,23.4,0
1564,1565,Ausnet 17/36,Ausnet,10/10/2017,10/10/17 10:40,43018.44444,43018.44444,-36.13621802,146.901798,"169 CHAPPLE STREET, WODONGA VIC 3690",5219216.0,WOTS12,22kV AC,RURAL SHORT, - fuse (powder filled),three phase,Otherwise started by a distribution system,LBRA only,0.2,NO FORECAST,0.1,0.02,230691.0,20171129SPN_02,Fuse candling,,7.62,0,Non forest,Non forest,6,6,0,170.8694,94895,BCH,BEECHWORTH,,43.4,20.7,18.3,1
710,711,PowerCor 19/132,PowerCor,31/12/2019,12/31/19 0:00,43830.0,0.202777778,-37.795417,144.804941,"12 Corella Rd, Sunshine West VIC 3020",32166103.0,SU035,22kV AC,Urban, - crossarm (wood),three phase,Started in or originated from a distribution system,LBRA only,0.2,High,0.5,0.1,,20200102PWA_03 ,"Report received of Low conductors in Corella rd Sunshine West. Crew advise pole fire roadside phase strain cross-arm has burnt through. Roadside phase with insulators attached is hanging in midair. Possible high voltage injection, LEI on site Miles Tobias",,7.62,0,Non forest,Non forest,6,6,0,39.49747086,94865,YLVT,LAVERTON AWS,,4.4,24.6,24.7,0
1302,1303,PowerCor 19/222,PowerCor,1/02/2020,2/1/20 0:00,43862.0,0.100694444,-37.283468,142.918652,3 Spalding st Ararat 3377,32113387.0,ART034,22kV AC,Rural Short, - dropper / bridge,three phase,Started in or originated from a distribution system,LBRA only,0.2,Low-moderate,0.2,0.04,,20200204PWA_04 ,"Report revived of smoke and sparks coming from top of pole at incident location. There was no ground fire, no reported injuries but report of third party damage due to HVI.",,7.62,0,Non forest,Non forest,6,6,0,351.3370056,94834,YARA,ARARAT,,75.8,24.4,17.9,1
541,542,United 16/32,United,2/10/2016,10/2/16 0:00,42645.0,0.504259259,-37.94860915,145.0422353,,1819291.0,CM 25,Low voltage AC (<1kV),Urban, - connection box,single phase,Started in or originated from a distribution system,LBRA only,0.2,No forecast,0.1,0.02,5052.0,20161026UTD_02,"Poles appear to have fire damage, removed hanging j/box at lis #  1819291.",,7.62,0,Non forest,Non forest,6,6,0,37.54616547,94870,YMMB,MOORABBIN AWS,,70.2,19.3,17.5,0
553,554,United 16/69,United,31/01/2017,1/31/17 0:00,42766.0,0.293402778,-37.94422734,145.0581277,,1823700.0,MR 33,Low voltage AC (<1kV),Urban, - overhead service conductor (residential),single phase,Started in or originated from a distribution system,LBRA only,0.2,High,0.5,0.1,5160.0,20170203UTD_06,ABC service cable leads (150mm) cable caught fire (load)  - passed on to construction crew to replace them.  LIS 1823700,,7.62,0,Non forest,Non forest,6,6,0,37.53484344,94870,YMMB,MOORABBIN AWS,,33.2,26.5,23.4,0
