,Latitude_3,Longitude_3,Voltage_of_line_in_which__fire_,Location_multiplier,Danger_multiplier,Product_of_multipliers,COVER,HEIGHT,FOREST,Elevation,Monthly Avg Rainfall,Monthly Mean Max Temperature,Monthly Mean Solar Exposure,Is_Fire,day,month,year
1500,-36.347494,145.411673,66kV AC,0.2,0.5,0.1,6,6,0,113.7998962,60.8,21.8,20.4,1,30,11,2019
1501,-36.403609,145.397979,22kV AC,0.2,0.5,0.1,6,6,0,112.9952011,129.4,26.9,21.8,1,5,01,2020
1502,-36.362199,145.41174,22kV AC,0.2,2.0,0.4,6,6,0,112.8515015,129.4,26.9,21.8,1,10,01,2020
1503,-36.400998,145.399409,22kV AC,0.2,0.5,0.1,6,6,0,113.4614029,129.4,26.9,21.8,1,14,01,2020
1507,-36.314933,145.42074,66kV AC,0.2,0.1,0.02,6,6,0,111.8227997,36.4,20.8,19.5,1,2,11,2016
1508,-36.329389,145.41571,66kV AC,0.2,0.2,0.04,6,6,0,113.0753021,47.7,25.5,24,1,3,12,2016
1509,-36.37765,145.42488,Low voltage AC (<1kV),0.2,0.2,0.04,6,6,0,114.925499,142.7,20.8,10.8,1,11,04,2017
1510,-36.333035,145.43177,22kV AC,0.2,0.2,0.04,6,6,0,113.9557037,142.7,20.8,10.8,1,12,04,2017
1511,-36.36463,145.47347,22kV AC,0.2,0.1,0.02,6,6,0,116.0737991,51.4,17.8,14.5,1,25,09,2019
1512,-36.371233,145.49837,22kV AC,0.2,0.5,0.1,6,6,0,116.9449997,75.8,24.4,17.9,1,6,02,2020
1514,-36.28100977,145.8189554,22kV AC,4.6,1.0,4.6,6,6,0,135.7608032,24.6,24.9,16.6,1,18,03,2018
1515,-36.3340357,145.9632788,12.7kV AC (SWER),4.6,0.5,2.3,6,6,0,169.5516052,12.6,28.4,25.6,1,30,01,2019
1516,-36.373137,146.279983,Low voltage AC (<1kV),4.6,0.2,0.92,6,6,0,149.8209991,78.2,22.9,14.4,1,10,03,2020
1517,-36.36952799,146.237303,22kV AC,4.6,0.5,2.3,6,6,0,185.7335968,78.2,22.9,14.4,1,25,03,2020
1518,-36.38311801,146.25753,22kV AC,4.6,0.5,2.3,6,6,0,155.0545959,119.2,25,22.4,1,26,12,2017
1519,-36.29614901,146.265543,22kV AC,4.6,0.1,0.46,1,2,1,145.9046021,104.6,16.7,12.6,1,14,09,2016
1520,-36.33803582,146.303593,22kV AC,0.2,0.1,0.02,6,6,0,143.1531067,52.8,15,7.7,1,7,07,2019
1521,-36.35546898,146.296499,22kV AC,0.2,0.2,0.04,6,6,0,147.6092072,117.3,25.7,22.1,1,5,12,2018
1522,-36.36486601,146.486287,22kV AC,4.6,0.1,0.46,6,6,0,176.1611023,35.6,14.5,7.9,1,19,07,2017
1523,-36.31663301,146.367972,22kV AC,4.6,0.5,2.3,6,6,0,152.5065002,24.6,24.9,16.6,1,7,03,2018
1524,-36.32542999,146.296938,Low voltage AC (<1kV),4.6,0.2,0.92,6,6,0,147.8309021,19,21.8,10.9,1,30,04,2018
1525,-36.37795552,146.3561847,22kV AC,4.6,0.5,2.3,1,2,1,143.5137024,47,25.9,20.5,1,8,02,2017
1526,-36.3902114,146.5240914,12.7kV AC (SWER),4.6,0.2,0.92,6,6,0,196.4770966,117.3,25.7,22.1,1,18,12,2018
1527,-36.42158901,146.580075,22kV AC,4.6,1.0,4.6,6,6,0,261.4844055,20.3,26,21.4,1,18,02,2019
1528,-36.32061417,146.899139,12.7kV AC (SWER),19.8,0.2,3.96,6,6,0,265.2148132,117.3,25.7,22.1,1,18,12,2018
1529,-36.31885498,146.842128,22kV AC,19.8,0.1,1.98,2,2,1,299.1806946,57.5,15.5,7.2,1,27,06,2019
1530,-36.26568701,147.100158,22kV AC,4.6,0.2,0.92,6,6,0,208.993988,27.7,21.3,18.8,1,27,10,2019
1531,-36.25883901,147.092258,22kV AC,4.6,1.0,4.6,6,6,0,192.2039948,12.6,28.4,25.6,1,13,01,2019
1532,-36.27396702,147.057511,Low voltage AC (<1kV),4.6,0.5,2.3,6,6,0,190.2922974,12.6,28.4,25.6,1,27,01,2019
1533,-36.426217,147.036825,22kV AC,4.6,0.2,0.92,6,6,0,207.5171967,14.6,24.8,15.9,1,27,03,2019
1534,-36.38731101,147.041358,22kV AC,4.6,0.5,2.3,6,6,0,203.8049011,1.2,27,20.8,1,6,02,2018
1535,-36.28501702,147.118654,22kV AC,4.6,0.5,2.3,6,6,0,220.5205994,47,25.9,20.5,1,17,02,2017
1536,-36.30035899,147.230996,22kV AC,4.6,0.5,2.3,6,6,0,213.642395,24.6,24.9,16.6,1,9,03,2018
1537,-36.106793,141.406043,22kV AC,1.0,0.5,0.5,6,6,0,131.9590912,129.4,26.9,21.8,1,11,01,2020
1538,-36.18581002,141.7931128,12.7kV AC (SWER),1.0,0.1,0.1,6,6,0,112.4270935,21.4,14.9,7.2,1,5,06,2017
1540,-36.225769,143.851824,22kV AC,4.6,0.5,2.3,6,6,0,104.6219025,129.4,26.9,21.8,1,6,01,2020
1541,-36.181463,144.031924,22kV AC,1.0,0.5,0.5,6,6,0,95.57900238,129.4,26.9,21.8,1,5,01,2020
1542,-36.089916,144.66333,22kV AC,1.0,0.2,0.2,6,6,0,95.02892303,33.2,26.5,23.4,1,5,01,2017
1543,-36.128179,144.762019,22kV AC,0.2,0.2,0.04,6,6,0,95.78699493,78.2,22.9,14.4,1,4,03,2020
1544,-36.148534,144.822723,22kV AC,0.2,0.2,0.04,6,6,0,95.18608093,145.6,19.3,9.8,1,18,04,2020
1546,-36.14418,144.73357,Low voltage AC (<1kV),1.0,0.1,0.1,6,6,0,96.84673309,104.6,16.7,12.6,1,10,09,2016
1547,-36.189863,144.74831,22kV AC,1.0,0.2,0.2,6,6,0,95.92578888,142.7,20.8,10.8,1,12,04,2017
1548,-36.180103,145.354761,22kV AC,1.0,0.1,0.1,6,6,0,105.5839996,30.8,14.9,7.6,1,8,06,2020
1549,-36.091593,145.44661,Low voltage AC (<1kV),0.2,2.0,0.4,6,6,0,107.9653015,129.4,26.9,21.8,1,22,01,2020
1550,-36.092419,145.442972,22kV AC,0.2,0.1,0.02,6,6,0,107.860199,30.8,14.9,7.6,1,25,06,2020
1551,-36.131152,145.559237,22kV AC,0.2,0.1,0.02,6,6,0,111.1502991,51.4,17.8,14.5,1,21,09,2019
1552,-36.15526216,146.0553467,12.7kV AC (SWER),4.6,1.0,4.6,6,6,0,159.0428009,33.2,26.5,23.4,1,25,01,2017
1553,-36.23860101,146.271955,Low voltage AC (<1kV),4.6,1.0,4.6,1,2,1,140.3399963,29.2,26.9,16.8,1,3,03,2017
1554,-36.22940079,146.4197384,12.7kV AC (SWER),4.6,0.5,2.3,6,6,0,169.7957001,117.3,25.7,22.1,1,20,12,2018
1555,-36.09537562,146.3199552,12.7kV AC (SWER),4.6,0.2,0.92,6,6,0,137.1920013,46.2,25.9,22.8,1,10,11,2017
1556,-36.14762202,146.639686,Low voltage AC (<1kV),4.6,0.2,0.92,2,2,1,237.7704926,78.2,22.9,14.4,1,30,03,2020
1557,-36.09530701,146.657108,22kV AC,4.6,0.2,0.92,6,6,0,166.6781006,63.5,17.8,7.6,1,1,05,2019
1558,-36.084061,146.733774,22kV AC,4.6,0.5,2.3,6,6,0,187.1555939,73.6,27.2,23.9,1,29,01,2018
1559,-36.15916502,146.515861,22kV AC,4.6,0.5,2.3,6,6,0,199.8961945,73.6,27.2,23.9,1,31,01,2018
1560,-36.147134,146.943083,22kV AC,4.6,0.1,0.46,6,6,0,169.017395,27.7,21.3,18.8,1,1,10,2019
1561,-36.114293,146.895199,Low voltage AC (<1kV),0.2,1.0,0.2,6,6,0,155.6161041,4.4,24.6,24.7,1,18,12,2019
1562,-36.10601373,146.831896,Low voltage AC (<1kV),1.0,0.5,0.5,6,6,0,159.1007996,78.2,22.9,14.4,1,19,03,2020
1563,-36.14390301,146.879862,22kV AC,0.2,0.5,0.1,6,6,0,170.4237061,14.6,24.8,15.9,1,12,03,2019
1564,-36.13621802,146.901798,22kV AC,0.2,0.1,0.02,6,6,0,170.8694,43.4,20.7,18.3,1,10,10,2017
1565,-36.10114701,146.826638,22kV AC,1.0,0.1,0.1,6,6,0,151.7960968,104.6,16.7,12.6,1,5,09,2016
1566,-36.1240808,146.8916233,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,163.8484039,104.6,16.7,12.6,1,15,09,2016
1567,-36.165363,146.76462,22kV AC,4.6,0.5,2.3,6,6,0,285.0559082,47.7,25.5,24,1,12,12,2016
1568,-36.13422898,147.008678,22kV AC,4.6,0.2,0.92,6,6,0,191.0623016,117.3,25.7,22.1,1,13,12,2018
1569,-36.12374284,146.9856079,66kV AC,4.6,0.2,0.92,6,6,0,164.7917023,14.6,24.8,15.9,1,22,03,2019
1570,-36.24080602,147.095814,22kV AC,4.6,0.5,2.3,6,6,0,212.733017,24.6,24.9,16.6,1,15,03,2018
1571,-36.20740702,146.974117,22kV AC,4.6,1.0,4.6,6,6,0,191.7299042,47.7,25.5,24,1,26,12,2016
1572,-36.11743399,147.0030547,66kV AC,4.6,1.0,4.6,6,6,0,175.4871063,47,25.9,20.5,1,23,02,2017
1573,-36.22288899,147.257478,22kV AC,4.6,0.5,2.3,6,6,0,232.4194641,73.6,27.2,23.9,1,28,01,2018
1574,-36.15662908,147.2630666,12.7kV AC (SWER),4.6,0.5,2.3,6,6,0,269.8001099,47,25.9,20.5,1,12,02,2017
1575,-36.23662199,147.651267,22kV AC,4.6,1.0,4.6,6,6,0,408.5297546,75.8,24.4,17.9,1,1,02,2020
1576,-36.21316798,147.869307,22kV AC,4.6,0.2,0.92,6,6,0,343.0562744,129.4,26.9,21.8,1,21,01,2020
1577,-36.23294402,147.847586,22kV AC,4.6,0.1,0.46,6,6,0,346.8916016,35.6,14.5,7.9,1,8,07,2017
1578,-36.156097,148.007075,22kV AC,4.6,0.2,0.92,6,6,0,287.5054932,14.6,24.8,15.9,1,19,03,2019
1579,-35.903891,141.147527,12.7kV AC (SWER),1.0,0.1,0.1,6,6,0,137.3106232,51.4,17.8,14.5,1,7,09,2019
1580,-36.039902,141.57612,12.7kV AC (SWER),1.0,0.5,0.5,6,6,0,118.5828934,75.8,24.4,17.9,1,7,02,2020
1581,-35.98088,141.841967,12.7kV AC (SWER),1.0,0.5,0.5,6,6,0,89.35346222,4.4,24.6,24.7,1,7,12,2019
1583,-36.035654,142.8997,22kV AC,4.6,1.0,4.6,6,6,0,107.2840195,75.8,24.4,17.9,1,1,02,2020
1584,-36.050453,143.170863,22kV AC,4.6,0.5,2.3,6,6,0,104.4209976,20.3,26,21.4,1,1,02,2019
1585,-35.913122,143.22664,22kV AC,4.6,0.2,0.92,6,6,0,96.77095032,142.7,20.8,10.8,1,20,04,2017
1587,-36.055279,144.114449,22kV AC,0.2,0.5,0.1,6,6,0,89.60864258,129.4,26.9,21.8,1,5,01,2020
1588,-36.0553,144.1193,22kV AC,0.2,0.1,0.02,6,6,0,89.03153229,82.8,16.4,8.3,1,25,05,2020
1589,-36.048643,144.114501,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,87.68657684,30.8,14.9,7.6,1,5,06,2020
1592,-35.885581,144.23991,22kV AC,0.2,0.1,0.02,6,6,0,82.3526535,51.4,17.8,14.5,1,5,09,2019
1593,-35.972957,144.396675,22kV AC,0.2,0.2,0.04,6,6,0,85.53838348,27.7,21.3,18.8,1,28,10,2019
1594,-35.905387,144.301367,22kV AC,0.2,1.0,0.2,6,6,0,83.6622467,60.8,21.8,20.4,1,30,11,2019
1595,-35.941649,144.37706,22kV AC,0.2,0.5,0.1,6,6,0,85.86802673,4.4,24.6,24.7,1,4,12,2019
1596,-35.899715,144.286448,22kV AC,0.2,3.5,0.7,6,6,0,82.56638336,4.4,24.6,24.7,1,9,12,2019
1597,-35.955289,144.356693,22kV AC,0.2,1.0,0.2,6,6,0,84.28096008,129.4,26.9,21.8,1,23,01,2020
1598,-35.928143,144.365765,22kV AC,0.2,0.2,0.04,6,6,0,85.06302643,145.6,19.3,9.8,1,2,04,2020
1599,-35.996678,144.474226,22kV AC,0.2,0.2,0.04,6,6,0,86.84021759,60.8,21.8,20.4,1,3,11,2019
1601,-36.035127,145.40424,22kV AC,0.2,0.2,0.04,6,6,0,107.2306976,29.2,26.9,16.8,1,4,03,2017
1602,-35.883845,145.494694,22kV AC,0.2,0.5,0.1,6,6,0,110.0,129.4,26.9,21.8,1,14,01,2020
1603,-36.055349,145.69772,22kV AC,0.2,0.1,0.02,6,6,0,117.0920029,64.3,14.5,10,1,31,08,2019
1605,-35.978204,145.74102,22kV AC,0.2,0.1,0.02,6,6,0,117.4854965,68.6,14.6,7.2,1,15,07,2016
1606,-35.97153,145.62296,Low voltage AC (<1kV),0.2,0.2,0.04,6,6,0,114.3610001,33.2,26.5,23.4,1,5,01,2017
1607,-36.0241852,146.00061,Low voltage AC (<1kV),0.2,0.5,0.1,6,6,0,127.0871964,29.2,26.9,16.8,1,14,03,2017
1608,-35.99987399,146.494784,22kV AC,4.6,0.1,0.46,6,6,0,145.8079987,0,14.8,10.1,1,14,08,2017
1609,-36.00832699,146.393787,Low voltage AC (<1kV),0.2,0.5,0.1,6,6,0,141.6822052,47,25.9,20.5,1,14,02,2017
1612,-35.809147,143.25294,Low voltage AC (<1kV),1.0,0.5,0.5,6,6,0,90.81938934,47,25.9,20.5,1,28,02,2017
1613,-35.742141,143.961741,22kV AC,1.0,1.0,1.0,6,6,0,77.10610962,129.4,26.9,21.8,1,15,01,2020
1614,-35.786194,144.029526,12.7kV AC (SWER),0.2,0.2,0.04,6,6,0,78.54100037,129.4,26.9,21.8,1,6,01,2020
1615,-35.806131,144.20827,Low voltage AC (<1kV),0.2,0.2,0.04,6,6,0,79.57295227,75.8,24.4,17.9,1,24,02,2020
1617,-35.859203,144.14145,22kV AC,0.2,0.5,0.1,6,6,0,80.2177124,47.7,25.5,24,1,12,12,2016
1618,-35.812376,144.21445,22kV AC,0.2,1.0,0.2,6,6,0,79.9807663,47.7,25.5,24,1,24,12,2016
1619,-35.812211,144.21297,22kV AC,0.2,1.0,0.2,6,6,0,80.71681976,47.7,25.5,24,1,24,12,2016
1620,-35.521346,142.98454,12.7kV AC (SWER),4.6,0.5,2.3,6,6,0,58.68497086,36.4,20.8,19.5,1,12,11,2016
1621,-35.520511,143.00722,12.7kV AC (SWER),4.6,0.2,0.92,6,6,0,57.70012665,47,25.9,20.5,1,6,02,2017
1622,-35.597545,143.54224,12.7kV AC (SWER),1.0,0.5,0.5,6,6,0,80.08735657,29.2,26.9,16.8,1,30,03,2017
1623,-35.628131,143.78054,22kV AC,1.0,1.0,1.0,6,6,0,75.66586304,142.7,20.8,10.8,1,9,04,2017
1624,-35.599643,143.93468,22kV AC,1.0,0.2,0.2,6,6,0,73.99828339,142.7,20.8,10.8,1,20,04,2017
1625,-35.624518,144.091354,22kV AC,0.2,3.5,0.7,5,5,1,77.31099701,129.4,26.9,21.8,1,22,01,2020
1627,-35.384452,142.187687,22kV AC,1.0,1.0,1.0,6,6,0,70.20898438,60.8,21.8,20.4,1,30,11,2019
1628,-35.425516,142.461019,22kV AC,1.0,1.0,1.0,6,6,0,80.18041229,27.7,21.3,18.8,1,25,10,2019
1630,-35.342609,143.559233,22kV AC,0.2,0.1,0.02,6,6,0,76.35057068,51.4,17.8,14.5,1,3,09,2019
1631,-35.500257,143.679192,22kV AC,0.2,1.0,0.2,6,6,0,77.75937653,27.7,21.3,18.8,1,2,10,2019
1632,-35.436382,143.62113,Low voltage AC (<1kV),0.2,1.0,0.2,6,6,0,69.52667236,4.4,24.6,24.7,1,19,12,2019
1633,-35.346632,143.547167,Low voltage AC (<1kV),0.2,0.5,0.1,6,6,0,67.57675171,129.4,26.9,21.8,1,2,01,2020
1634,-35.462469,143.632445,22kV AC,0.2,0.5,0.1,6,6,0,69.63530731,129.4,26.9,21.8,1,5,01,2020
1635,-35.36989,143.547526,Low voltage AC (<1kV),0.2,1.0,0.2,6,6,0,67.46308899,129.4,26.9,21.8,1,19,01,2020
1637,-35.484186,143.66103,22kV AC,0.2,0.5,0.1,6,6,0,70.8065033,33.2,26.5,23.4,1,27,01,2017
1638,-35.471916,143.82603,22kV AC,1.0,0.5,0.5,6,6,0,71.61991119,4.4,24.6,24.7,1,22,12,2019
1639,-35.44479,143.79471,22kV AC,1.0,0.5,0.5,6,6,0,71.09649658,129.4,26.9,21.8,1,5,01,2020
1640,-35.316924,141.21515,22kV AC,1.0,2.0,2.0,6,6,0,68.00139618,129.4,26.9,21.8,1,31,01,2020
1645,-35.319112,141.363406,22kV AC,1.0,1.0,1.0,6,6,0,68.47489166,60.8,21.8,20.4,1,30,11,2019
1647,-35.20041,141.28526,12.7kV AC (SWER),1.0,0.2,0.2,6,6,0,47.66302109,29.2,26.9,16.8,1,21,03,2017
1648,-35.166426,141.74146,22kV AC,1.0,1.0,1.0,6,6,0,62.59284592,47.7,25.5,24,1,28,12,2016
1650,-35.261976,143.050568,22kV AC,1.0,0.1,0.1,6,6,0,55.51652145,52.8,15,7.7,1,16,07,2019
1651,-35.181065,142.9225,22kV AC,1.0,0.5,0.5,6,6,0,56.51532745,4.4,24.6,24.7,1,1,12,2019
1652,-35.23167353,143.4510234,22kV AC,0.2,0.1,0.02,6,6,0,65.32073212,52.8,15,7.7,1,24,07,2019
1653,-35.225188,143.45412,22kV AC,0.2,0.5,0.1,6,6,0,63.87435913,4.4,24.6,24.7,1,1,12,2019
1654,-35.248331,143.524033,22kV AC,0.2,0.5,0.1,6,6,0,65.24967957,4.4,24.6,24.7,1,1,12,2019
1655,-35.281794,143.454783,22kV AC,0.2,0.5,0.1,6,6,0,66.67308044,4.4,24.6,24.7,1,1,12,2019
1656,-35.199141,143.382594,22kV AC,0.2,0.5,0.1,6,6,0,81.16898346,129.4,26.9,21.8,1,5,01,2020
1657,-35.207874,143.40211,22kV AC,0.2,0.5,0.1,6,6,0,67.01804352,75.8,24.4,17.9,1,4,02,2020
1658,-35.186127,143.316,22kV AC,1.0,1.0,1.0,6,6,0,75.94299316,145.6,19.3,9.8,1,4,04,2020
1659,-35.204147,143.36317,22kV AC,1.0,0.2,0.2,6,6,0,81.40598297,145.6,19.3,9.8,1,9,04,2020
1662,-35.22414256,143.4671855,Low voltage AC (<1kV),0.2,0.2,0.04,6,6,0,68.90002441,142.7,20.8,10.8,1,14,04,2017
1663,-35.283432,143.565362,22kV AC,0.2,1.0,0.2,6,6,0,66.2551651,60.8,21.8,20.4,1,30,11,2019
1664,-35.11093,141.19869,22kV AC,1.0,1.0,1.0,6,6,0,67.83499908,142.7,20.8,10.8,1,9,04,2017
1665,-35.121338,142.01991,22kV AC,1.0,0.2,0.2,6,6,0,102.4548645,11.6,22,11.1,1,25,04,2019
1666,-35.075079,142.318121,22kV AC,0.2,0.5,0.1,6,6,0,51.61405945,129.4,26.9,21.8,1,5,01,2020
1667,-35.065242,142.315194,Low voltage AC (<1kV),0.2,0.5,0.1,6,6,0,63.91989899,145.6,19.3,9.8,1,30,04,2020
1668,-34.978769,142.365388,12.7kV AC (SWER),1.0,0.1,0.1,6,6,0,56.01174164,30.8,14.9,7.6,1,14,06,2020
1669,-35.108161,142.487225,12.7kV AC (SWER),1.0,0.5,0.5,6,6,0,56.65896225,75.8,24.4,17.9,1,21,02,2020
1670,-35.025393,142.793547,12.7kV AC (SWER),1.0,2.0,2.0,6,6,0,57.42808151,4.4,24.6,24.7,1,29,12,2019
1671,-35.026649,142.746414,22kV AC,1.0,0.2,0.2,6,6,0,54.64717865,11.6,22,11.1,1,1,04,2019
1673,-35.103566,143.345773,22kV AC,0.2,1.0,0.2,6,6,0,64.56381226,129.4,26.9,21.8,1,15,01,2020
1675,-34.794581,142.564883,22kV AC,1.0,0.5,0.5,1,2,1,57.47365189,129.4,26.9,21.8,1,6,01,2020
1676,-34.779773,142.6405,22kV AC,1.0,0.5,0.5,1,2,1,51.01955795,33.2,26.5,23.4,1,26,01,2017
1677,-34.785906,142.62694,22kV AC,1.0,0.5,0.5,6,6,0,48.24090576,29.2,26.9,16.8,1,22,03,2017
1678,-34.738589,142.653568,Low voltage AC (<1kV),1.0,0.2,0.2,6,6,0,49.59949875,27.7,21.3,18.8,1,3,10,2019
1679,-34.636937,142.744405,22kV AC,1.0,0.5,0.5,6,6,0,65.4161911,129.4,26.9,21.8,1,5,01,2020
1680,-34.661552,142.759477,22kV AC,0.2,0.5,0.1,6,6,0,67.80057526,129.4,26.9,21.8,1,6,01,2020
1681,-34.623918,142.765361,22kV AC,0.2,0.5,0.1,6,6,0,63.52926254,129.4,26.9,21.8,1,20,01,2020
1682,-34.6135979,142.750336,22kV AC,0.2,1.0,0.2,6,6,0,58.49849701,29.2,26.9,16.8,1,10,03,2017
1683,-34.720099,143.17306,22kV AC,1.0,0.5,0.5,6,6,0,55.69270706,129.4,26.9,21.8,1,5,01,2020
1685,-34.403222,142.281135,22kV AC,0.2,0.5,0.1,6,6,0,48.17900085,129.4,26.9,21.8,1,6,01,2020
1686,-34.517444,142.375746,22kV AC,1.0,1.0,1.0,1,1,1,45.49102783,129.4,26.9,21.8,1,23,01,2020
1690,-34.380707,141.65517,22kV AC,1.0,1.0,1.0,6,6,0,68.878685,4.4,24.6,24.7,1,2,12,2019
1692,-34.330244,141.73497,12.7kV AC (SWER),1.0,0.5,0.5,6,6,0,62.13736725,29.2,26.9,16.8,1,16,03,2017
1693,-34.306538,142.16424,22kV AC,0.2,0.1,0.02,6,6,0,68.65529633,64.3,14.5,10,1,11,08,2019
1694,-34.227977,142.100467,22kV AC,0.2,0.1,0.02,6,6,0,48.16960144,51.4,17.8,14.5,1,16,09,2019
1695,-34.233412,142.150883,22kV AC,0.2,0.5,0.1,6,6,0,52.34894562,75.8,24.4,17.9,1,9,02,2020
1701,-34.221899,142.16774,22kV AC,0.2,0.1,0.02,6,6,0,54.21070099,64.3,14.5,10,1,11,08,2019
1702,-34.238392,142.19669,22kV AC,0.2,0.1,0.02,6,6,0,57.9223671,51.4,17.8,14.5,1,16,09,2019
1703,-34.272778,142.198973,22kV AC,0.2,1.0,0.2,6,6,0,59.42185211,60.8,21.8,20.4,1,30,11,2019
1704,-34.290933,142.17923,22kV AC,0.2,1.0,0.2,6,6,0,65.18643188,60.8,21.8,20.4,1,30,11,2019
1705,-34.284846,142.210145,22kV AC,0.2,0.5,0.1,6,6,0,54.40398788,129.4,26.9,21.8,1,5,01,2020
1706,-34.275929,142.177571,22kV AC,0.2,0.5,0.1,6,6,0,58.60187531,75.8,24.4,17.9,1,9,02,2020
1707,-34.275824,142.175931,22kV AC,0.2,0.5,0.1,6,6,0,57.72241592,75.8,24.4,17.9,1,9,02,2020
1708,-34.242841,142.20151,22kV AC,0.2,0.5,0.1,6,6,0,57.66262054,75.8,24.4,17.9,1,9,02,2020
1709,-34.224134,142.174882,22kV AC,0.2,0.5,0.1,6,6,0,55.06734848,75.8,24.4,17.9,1,9,02,2020
1710,-34.310366,142.189945,22kV AC,0.2,0.2,0.04,6,6,0,67.19720459,78.2,22.9,14.4,1,4,03,2020
1711,-34.304454,142.185002,22kV AC,0.2,0.2,0.04,6,6,0,66.09671783,78.2,22.9,14.4,1,4,03,2020
1712,-34.353028,142.283506,22kV AC,0.2,0.2,0.04,6,6,0,41.15399933,78.2,22.9,14.4,1,4,03,2020
1713,-34.292705,142.198732,Low voltage AC (<1kV),0.2,0.5,0.1,6,6,0,63.20719528,145.6,19.3,9.8,1,23,04,2020
1719,-34.29899534,142.2209279,66kV AC,0.2,0.5,0.1,6,6,0,54.88899994,46.2,25.9,22.8,1,28,11,2017
1720,-34.290819,142.18536,22kV AC,0.2,0.1,0.02,6,6,0,64.18152618,68.6,14.6,7.2,1,25,07,2016
1721,-34.270523,142.17199,22kV AC,0.2,0.5,0.1,6,6,0,48.62236786,29.2,26.9,16.8,1,19,03,2017
1722,-34.21343244,142.1484196,22kV AC,0.2,0.1,0.02,6,6,0,50.54231262,52.8,15,7.7,1,19,07,2019
1723,-34.200848,142.153773,22kV AC,0.2,0.2,0.04,6,6,0,52.29061127,60.8,21.8,20.4,1,2,11,2019
1724,-34.169901,142.0421,22kV AC,0.2,0.5,0.1,6,6,0,52.20399094,60.8,21.8,20.4,1,13,11,2019
1725,-34.207965,142.06384,22kV AC,0.2,0.5,0.1,6,6,0,49.69559097,129.4,26.9,21.8,1,6,01,2020
1729,-34.171383,142.06541,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,52.6071701,69.4,15.9,10.1,1,19,08,2016
1730,-34.197736,142.03732,22kV AC,0.2,0.1,0.02,6,6,0,52.85609055,70.2,19.3,17.5,1,15,10,2016
1731,-34.183816,142.12966,22kV AC,0.2,0.2,0.04,6,6,0,40.72218704,36.4,20.8,19.5,1,18,11,2016
1732,-34.199148,142.16516,22kV AC,0.2,0.2,0.04,6,6,0,46.99157715,142.7,20.8,10.8,1,20,04,2017
1733,-34.203372,142.14088,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,54.4084549,29.6,17.2,8.3,1,10,05,2017
1734,-34.206091,142.17703,22kV AC,0.2,0.5,0.1,6,6,0,52.11208344,145.6,19.3,9.8,1,23,04,2020
